TeamId,RankGroup,DaysFromStart,Score,k_cat,a,b,c,d
171926,Other,2,0.5,a,1,0,0,0
171927,High,2,0.64642,a,1,0,0,0
171927,High,2,0.65864,a,1,0,0,0
171927,High,2,0.66001,a,1,0,0,0
171952,Other,2,0.5,a,1,0,0,0
171927,High,2,0.74143,b,0,1,0,0
171962,Other,2,0.63694,a,1,0,0,0
171962,Other,2,0.65182,a,1,0,0,0
171981,Other,3,0.5,a,1,0,0,0
171985,Other,3,0.5,a,1,0,0,0
171988,Other,3,0.5,a,1,0,0,0
171991,Other,3,0.5,a,1,0,0,0
171997,Other,3,0.5,a,1,0,0,0
171981,Other,3,0.6766,a,1,0,0,0
172007,Other,3,0.5,a,1,0,0,0
172011,Other,3,0.5,a,1,0,0,0
172015,Other,3,0.65253,a,1,0,0,0
171981,Other,3,0.6903100000000001,a,1,0,0,0
171985,Other,3,0.63907,a,1,0,0,0
171997,Other,3,0.65253,a,1,0,0,0
172033,Other,3,0.6981,a,1,0,0,0
172033,Other,3,0.70573,a,1,0,0,0
172040,Other,3,0.5,a,1,0,0,0
171988,Other,3,0.6817300000000001,a,1,0,0,0
171985,Other,3,0.6557,a,1,0,0,0
172059,Other,3,0.65253,a,1,0,0,0
172040,Other,3,0.65253,a,1,0,0,0
172072,Other,3,0.70981,a,1,0,0,0
172084,Other,3,0.54157,a,1,0,0,0
172015,Other,3,0.66719,a,1,0,0,0
172088,Other,3,0.63999,a,1,0,0,0
171985,Other,3,0.6673899999999999,a,1,0,0,0
172088,Other,3,0.65253,a,1,0,0,0
172015,Other,3,0.69247,a,1,0,0,0
172088,Other,3,0.6786300000000001,a,1,0,0,0
172103,Other,3,0.7013699999999999,a,1,0,0,0
172105,Other,3,0.5,a,1,0,0,0
172080,Other,3,0.6875399999999999,a,1,0,0,0
172139,Other,3,0.68934,a,1,0,0,0
172139,Other,3,0.69058,a,1,0,0,0
172146,Other,3,0.68329,a,1,0,0,0
172139,Other,3,0.6977399999999999,a,1,0,0,0
172117,Other,3,0.5,a,1,0,0,0
172165,Other,3,0.6714100000000001,a,1,0,0,0
172052,Other,3,0.6903100000000001,a,1,0,0,0
172172,Other,3,0.75095,b,0,1,0,0
172150,Other,3,0.5,a,1,0,0,0
172189,Other,3,0.5,a,1,0,0,0
177230,Other,3,0.67707,a,1,0,0,0
172197,Other,3,0.65253,a,1,0,0,0
172200,Other,3,0.65249,a,1,0,0,0
172200,Other,3,0.6585300000000001,a,1,0,0,0
172198,Other,3,0.6987399999999999,a,1,0,0,0
177230,Other,3,0.67983,a,1,0,0,0
177230,Other,3,0.6903600000000001,a,1,0,0,0
177230,Other,3,0.69712,a,1,0,0,0
172172,Other,3,0.76855,b,0,1,0,0
172228,Other,3,0.71182,a,1,0,0,0
172230,Other,3,0.68452,a,1,0,0,0
172143,Other,3,0.48915,a,1,0,0,0
180484,Other,3,0.70653,a,1,0,0,0
172165,Other,3,0.6814100000000001,a,1,0,0,0
172165,Other,3,0.68494,a,1,0,0,0
172258,Other,3,0.65253,a,1,0,0,0
172258,Other,3,0.6693399999999999,a,1,0,0,0
172258,Other,3,0.6696,a,1,0,0,0
172273,Other,3,0.6821,a,1,0,0,0
172273,Other,3,0.72,a,1,0,0,0
172276,Other,3,0.5304800000000001,a,1,0,0,0
172282,Other,3,0.6987399999999999,a,1,0,0,0
172276,Other,3,0.6903100000000001,a,1,0,0,0
172276,Other,3,0.70677,a,1,0,0,0
172276,Other,3,0.72331,a,1,0,0,0
172103,Other,3,0.70531,a,1,0,0,0
172276,Other,3,0.7236600000000001,a,1,0,0,0
172298,Other,3,0.5,a,1,0,0,0
172299,Other,3,0.65253,a,1,0,0,0
172033,Other,3,0.71249,a,1,0,0,0
172033,Other,3,0.71912,a,1,0,0,0
172336,Other,3,0.65253,a,1,0,0,0
172336,Other,3,0.6987399999999999,a,1,0,0,0
172321,Other,3,0.68934,a,1,0,0,0
172339,Other,3,0.5,a,1,0,0,0
172336,Other,3,0.7013699999999999,a,1,0,0,0
172347,Other,3,0.5,a,1,0,0,0
172321,Other,3,0.6935399999999999,a,1,0,0,0
172371,Other,3,0.6903100000000001,a,1,0,0,0
172080,Other,3,0.70397,a,1,0,0,0
172273,Other,3,0.72006,a,1,0,0,0
172397,Other,3,0.5917100000000001,a,1,0,0,0
172411,Other,3,0.66582,a,1,0,0,0
172439,Other,3,0.5,a,1,0,0,0
172442,Other,3,0.5,a,1,0,0,0
172446,Other,3,0.65905,a,1,0,0,0
171988,Other,3,0.73123,b,0,1,0,0
172451,Other,3,0.6422899999999999,a,1,0,0,0
172451,Other,3,0.6987399999999999,a,1,0,0,0
172397,Other,3,0.6592,a,1,0,0,0
172455,Other,3,0.67529,a,1,0,0,0
171918,Other,3,0.6903100000000001,a,1,0,0,0
172467,Other,3,0.6987399999999999,a,1,0,0,0
172501,Other,4,0.68107,a,1,0,0,0
177129,Other,4,0.74305,b,0,1,0,0
172501,Other,4,0.6903100000000001,a,1,0,0,0
172512,Other,4,0.6591199999999999,a,1,0,0,0
172509,Other,4,0.67189,a,1,0,0,0
172088,Other,4,0.68303,a,1,0,0,0
172509,Other,4,0.69116,a,1,0,0,0
171997,Other,4,0.6977,a,1,0,0,0
172088,Other,4,0.69829,a,1,0,0,0
172088,Other,4,0.6983600000000001,a,1,0,0,0
172451,Other,4,0.70373,a,1,0,0,0
177129,Other,4,0.7511899999999999,b,0,1,0,0
171988,Other,4,0.7430399999999999,b,0,1,0,0
172589,Other,4,0.68412,a,1,0,0,0
172589,Other,4,0.69113,a,1,0,0,0
172088,Other,4,0.69909,a,1,0,0,0
172589,Other,4,0.6937800000000001,a,1,0,0,0
172613,Other,4,0.69881,a,1,0,0,0
172613,Other,4,0.70575,a,1,0,0,0
172165,Other,4,0.69018,a,1,0,0,0
172623,Other,4,0.68412,a,1,0,0,0
172258,Other,4,0.6856899999999999,a,1,0,0,0
172623,Other,4,0.68962,a,1,0,0,0
172258,Other,4,0.6981,a,1,0,0,0
172258,Other,4,0.70167,a,1,0,0,0
172258,Other,4,0.71283,a,1,0,0,0
172589,Other,4,0.70496,a,1,0,0,0
172651,Other,4,0.70596,a,1,0,0,0
172276,Other,4,0.7240800000000001,b,0,1,0,0
172276,Other,4,0.73437,b,0,1,0,0
172667,Other,4,0.5,a,1,0,0,0
172671,Other,4,0.68412,a,1,0,0,0
172629,Other,4,0.65253,a,1,0,0,0
172228,Other,4,0.71354,a,1,0,0,0
172682,Other,4,0.6934100000000001,a,1,0,0,0
172671,Other,4,0.69285,a,1,0,0,0
172512,Other,4,0.66786,a,1,0,0,0
172701,Other,4,0.71237,a,1,0,0,0
172682,Other,4,0.69923,a,1,0,0,0
172273,Other,4,0.72026,a,1,0,0,0
172172,Other,4,0.77051,b,0,1,0,0
172172,Other,4,0.77066,b,0,1,0,0
172722,Other,4,0.6903100000000001,a,1,0,0,0
172273,Other,4,0.72542,b,0,1,0,0
172731,Other,4,0.68412,a,1,0,0,0
172701,Other,4,0.7218600000000001,a,1,0,0,0
172741,Other,4,0.5,a,1,0,0,0
172747,Other,4,0.65253,a,1,0,0,0
172753,Other,4,0.63907,a,1,0,0,0
172146,Other,4,0.69399,a,1,0,0,0
172773,Other,4,0.67313,a,1,0,0,0
172773,Other,4,0.68499,a,1,0,0,0
172455,Other,4,0.72825,b,0,1,0,0
172773,Other,4,0.70972,a,1,0,0,0
172778,Other,4,0.6527,a,1,0,0,0
172779,Other,4,0.64922,a,1,0,0,0
172778,Other,4,0.65845,a,1,0,0,0
172753,Other,4,0.63967,a,1,0,0,0
172778,Other,4,0.7083,a,1,0,0,0
172299,Other,4,0.67213,a,1,0,0,0
172784,Other,4,0.65253,a,1,0,0,0
172787,Other,4,0.68412,a,1,0,0,0
172810,Other,4,0.5,a,1,0,0,0
172512,Other,4,0.67832,a,1,0,0,0
172773,Other,4,0.7106100000000001,a,1,0,0,0
172827,Other,4,0.6987399999999999,a,1,0,0,0
172667,Other,4,0.59728,a,1,0,0,0
172831,Other,4,0.6513899999999999,a,1,0,0,0
172831,Other,4,0.65272,a,1,0,0,0
172834,Other,4,0.69438,a,1,0,0,0
172835,Other,4,0.69609,a,1,0,0,0
172747,Other,4,0.68165,a,1,0,0,0
172838,Other,4,0.68412,a,1,0,0,0
172838,Other,4,0.6987399999999999,a,1,0,0,0
172820,Other,4,0.65253,a,1,0,0,0
172747,Other,4,0.72097,a,1,0,0,0
172859,Other,4,0.6987399999999999,a,1,0,0,0
172834,Other,4,0.69601,a,1,0,0,0
172667,Other,4,0.6088600000000001,a,1,0,0,0
172749,Other,4,0.5,a,1,0,0,0
172834,Other,4,0.70145,a,1,0,0,0
172869,Other,4,0.6987399999999999,a,1,0,0,0
172883,Other,4,0.6987399999999999,a,1,0,0,0
172837,Other,4,0.51076,a,1,0,0,0
172834,Other,4,0.70528,a,1,0,0,0
172749,Other,4,0.50243,a,1,0,0,0
172888,Other,4,0.5,a,1,0,0,0
172623,Other,4,0.6903100000000001,a,1,0,0,0
172909,Other,4,0.68934,a,1,0,0,0
172928,Other,4,0.6987399999999999,a,1,0,0,0
172929,Other,4,0.68412,a,1,0,0,0
172397,Other,4,0.6663,a,1,0,0,0
172939,Other,4,0.49251999999999996,a,1,0,0,0
172946,Other,4,0.6987399999999999,a,1,0,0,0
172939,Other,4,0.6237199999999999,a,1,0,0,0
172958,Other,4,0.5,a,1,0,0,0
172964,Other,4,0.65172,a,1,0,0,0
172667,Other,4,0.6095,a,1,0,0,0
172970,Other,4,0.48361000000000004,a,1,0,0,0
172975,Other,4,0.69297,a,1,0,0,0
172059,Other,4,0.6987399999999999,a,1,0,0,0
172939,Other,4,0.65564,a,1,0,0,0
172975,Other,5,0.69503,a,1,0,0,0
172033,Other,5,0.7397100000000001,b,0,1,0,0
172989,Other,5,0.65253,a,1,0,0,0
172939,Other,5,0.65718,a,1,0,0,0
172258,Other,5,0.72196,a,1,0,0,0
173001,Other,5,0.67213,a,1,0,0,0
173006,Other,5,0.71249,a,1,0,0,0
172667,Other,5,0.6118899999999999,a,1,0,0,0
173008,Other,5,0.5,a,1,0,0,0
172667,Other,5,0.67391,a,1,0,0,0
173019,Other,5,0.5,a,1,0,0,0
171918,Other,5,0.71249,a,1,0,0,0
173028,Other,5,0.53581,a,1,0,0,0
173034,Other,5,0.55497,a,1,0,0,0
173034,Other,5,0.63347,a,1,0,0,0
172589,Other,5,0.70596,a,1,0,0,0
173034,Other,5,0.65963,a,1,0,0,0
172371,Other,5,0.71249,a,1,0,0,0
172033,Other,5,0.7408,b,0,1,0,0
172589,Other,5,0.71082,a,1,0,0,0
173055,Middle,5,0.68934,a,1,0,0,0
172052,Other,5,0.71249,a,1,0,0,0
172651,Other,5,0.70792,a,1,0,0,0
173034,Other,5,0.69662,a,1,0,0,0
173058,Other,5,0.65253,a,1,0,0,0
173059,Other,5,0.7155,a,1,0,0,0
173064,Other,5,0.6948300000000001,a,1,0,0,0
173064,Other,5,0.70013,a,1,0,0,0
173064,Other,5,0.70603,a,1,0,0,0
173064,Other,5,0.70931,a,1,0,0,0
173064,Other,5,0.71282,a,1,0,0,0
173067,Other,5,0.6987399999999999,a,1,0,0,0
173074,Other,5,0.68576,a,1,0,0,0
173075,Other,5,0.6987399999999999,a,1,0,0,0
173074,Other,5,0.68776,a,1,0,0,0
172773,Other,5,0.7155100000000001,a,1,0,0,0
173086,Other,5,0.6987399999999999,a,1,0,0,0
172651,Other,5,0.71082,a,1,0,0,0
173083,Other,5,0.6987399999999999,a,1,0,0,0
172150,Other,5,0.71249,a,1,0,0,0
173083,Other,5,0.70243,a,1,0,0,0
173028,Other,5,0.56233,a,1,0,0,0
172088,Other,5,0.70891,a,1,0,0,0
172088,Other,5,0.71348,a,1,0,0,0
173123,Other,5,0.6987399999999999,a,1,0,0,0
173028,Other,5,0.5691,a,1,0,0,0
172835,Other,5,0.69852,a,1,0,0,0
172835,Other,5,0.70013,a,1,0,0,0
172835,Other,5,0.7047399999999999,a,1,0,0,0
172835,Other,5,0.7084699999999999,a,1,0,0,0
172165,Other,5,0.71249,a,1,0,0,0
172835,Other,5,0.71009,a,1,0,0,0
172834,Other,5,0.70626,a,1,0,0,0
172773,Other,5,0.7251,b,0,1,0,0
173142,Other,5,0.68934,a,1,0,0,0
173142,Other,5,0.6893699999999999,a,1,0,0,0
173142,Other,5,0.71249,a,1,0,0,0
172778,Other,5,0.7313,b,0,1,0,0
173155,Other,5,0.6987399999999999,a,1,0,0,0
173174,Other,5,0.5584600000000001,a,1,0,0,0
173178,Other,5,0.69811,a,1,0,0,0
172230,Other,5,0.71249,a,1,0,0,0
173174,Other,5,0.62354,a,1,0,0,0
172146,Other,5,0.71249,a,1,0,0,0
172887,Other,5,0.6672600000000001,a,1,0,0,0
172887,Other,5,0.6994600000000001,a,1,0,0,0
172834,Other,5,0.70686,a,1,0,0,0
172258,Other,5,0.72519,b,0,1,0,0
172230,Other,5,0.71795,a,1,0,0,0
173174,Other,5,0.64761,a,1,0,0,0
173174,Other,5,0.70512,a,1,0,0,0
172747,Other,5,0.7287,b,0,1,0,0
173201,Other,5,0.65253,a,1,0,0,0
173198,Other,5,0.7814800000000001,b,0,1,0,0
173205,Other,5,0.70408,a,1,0,0,0
173201,Other,5,0.67213,a,1,0,0,0
172888,Other,5,0.71249,a,1,0,0,0
172729,Other,5,0.67213,a,1,0,0,0
173142,Other,5,0.72219,a,1,0,0,0
173236,Other,5,0.68542,a,1,0,0,0
173055,Middle,5,0.71249,a,1,0,0,0
172088,Other,5,0.7290800000000001,b,0,1,0,0
172088,Other,5,0.7318100000000001,b,0,1,0,0
173268,Other,5,0.6757,a,1,0,0,0
173270,Other,5,0.61719,a,1,0,0,0
173272,Middle,5,0.53457,a,1,0,0,0
173270,Other,5,0.6342899999999999,a,1,0,0,0
172172,Other,5,0.7748,b,0,1,0,0
172509,Other,5,0.71249,a,1,0,0,0
172509,Other,5,0.7209800000000001,a,1,0,0,0
172509,Other,5,0.73052,b,0,1,0,0
172509,Other,5,0.73323,b,0,1,0,0
172040,Other,5,0.71249,a,1,0,0,0
172273,Other,5,0.73924,b,0,1,0,0
173198,Other,5,0.78323,b,0,1,0,0
172040,Other,5,0.71302,a,1,0,0,0
172040,Other,5,0.74825,b,0,1,0,0
173270,Other,5,0.71024,a,1,0,0,0
173335,Other,5,0.7176100000000001,a,1,0,0,0
172276,Other,5,0.7562300000000001,b,0,1,0,0
172059,Other,5,0.70163,a,1,0,0,0
172276,Other,5,0.7595,b,0,1,0,0
172228,Other,5,0.7348899999999999,b,0,1,0,0
172276,Other,5,0.76341,b,0,1,0,0
172778,Other,5,0.73853,b,0,1,0,0
172228,Other,5,0.73739,b,0,1,0,0
172059,Other,5,0.71249,a,1,0,0,0
172040,Other,5,0.75956,b,0,1,0,0
172228,Other,5,0.73926,b,0,1,0,0
172139,Other,5,0.70116,a,1,0,0,0
172139,Other,5,0.71249,a,1,0,0,0
173316,Other,5,0.74263,b,0,1,0,0
173366,Other,5,0.54593,a,1,0,0,0
172228,Other,5,0.76472,b,0,1,0,0
173379,Other,5,0.6987399999999999,a,1,0,0,0
173335,Other,5,0.74605,b,0,1,0,0
173335,Other,5,0.74693,b,0,1,0,0
173379,Other,5,0.72154,a,1,0,0,0
173386,Other,5,0.6642100000000001,a,1,0,0,0
172059,Other,5,0.71353,a,1,0,0,0
173394,Other,5,0.67213,a,1,0,0,0
173394,Other,5,0.6722899999999999,a,1,0,0,0
172439,Other,5,0.50888,a,1,0,0,0
173090,Other,5,0.55916,a,1,0,0,0
173270,Other,5,0.74197,b,0,1,0,0
173394,Other,5,0.67781,a,1,0,0,0
173394,Other,5,0.71249,a,1,0,0,0
173090,Other,5,0.63243,a,1,0,0,0
187262,High,5,0.74812,b,0,1,0,0
173366,Other,5,0.69184,a,1,0,0,0
173335,Other,5,0.7490600000000001,b,0,1,0,0
173059,Other,5,0.71864,a,1,0,0,0
173366,Other,5,0.69242,a,1,0,0,0
172989,Other,5,0.67509,a,1,0,0,0
172139,Other,6,0.71596,a,1,0,0,0
172989,Other,6,0.67865,a,1,0,0,0
173064,Other,6,0.71544,a,1,0,0,0
173064,Other,6,0.71622,a,1,0,0,0
173438,Other,6,0.53794,a,1,0,0,0
173438,Other,6,0.69539,a,1,0,0,0
173386,Other,6,0.69075,a,1,0,0,0
173386,Other,6,0.70533,a,1,0,0,0
173465,Other,6,0.66174,a,1,0,0,0
173472,Other,6,0.65925,a,1,0,0,0
172747,Other,6,0.73192,b,0,1,0,0
173465,Other,6,0.68942,a,1,0,0,0
173479,Other,6,0.71028,a,1,0,0,0
173479,Other,6,0.7199800000000001,a,1,0,0,0
173479,Other,6,0.7230300000000001,a,1,0,0,0
172747,Other,6,0.74854,b,0,1,0,0
172088,Other,6,0.74328,b,0,1,0,0
172773,Other,6,0.7279100000000001,b,0,1,0,0
173505,Other,6,0.5,a,1,0,0,0
173505,Other,6,0.6903100000000001,a,1,0,0,0
173515,Other,6,0.67304,a,1,0,0,0
173525,Other,6,0.71249,a,1,0,0,0
173090,Other,6,0.6448,a,1,0,0,0
173540,Other,6,0.6696300000000001,a,1,0,0,0
172747,Other,6,0.7490100000000001,b,0,1,0,0
173174,Other,6,0.76457,b,0,1,0,0
173567,Other,6,0.67519,a,1,0,0,0
173573,Other,6,0.68412,a,1,0,0,0
173574,Other,6,0.5,a,1,0,0,0
172088,Other,6,0.74547,b,0,1,0,0
173586,Other,6,0.59631,a,1,0,0,0
173586,Other,6,0.63366,a,1,0,0,0
173034,Other,6,0.70777,a,1,0,0,0
173628,Other,6,0.6987399999999999,a,1,0,0,0
173628,Other,6,0.71249,a,1,0,0,0
173650,Other,6,0.59312,a,1,0,0,0
172299,Other,6,0.71249,a,1,0,0,0
173650,Other,6,0.71249,a,1,0,0,0
172975,Other,6,0.7138399999999999,a,1,0,0,0
173670,Other,6,0.5,a,1,0,0,0
173465,Other,6,0.72882,b,0,1,0,0
173642,Other,6,0.66209,a,1,0,0,0
173642,Other,6,0.67888,a,1,0,0,0
173642,Other,6,0.68802,a,1,0,0,0
172273,Other,6,0.74549,b,0,1,0,0
172228,Other,6,0.77673,b,0,1,0,0
172667,Other,6,0.69447,a,1,0,0,0
172667,Other,6,0.71383,a,1,0,0,0
173386,Other,6,0.70673,a,1,0,0,0
173174,Other,6,0.7663399999999999,b,0,1,0,0
173525,Other,6,0.71854,a,1,0,0,0
173703,Other,6,0.65253,a,1,0,0,0
173703,Other,6,0.6903100000000001,a,1,0,0,0
173703,Other,6,0.6905399999999999,a,1,0,0,0
172799,Other,6,0.48013999999999996,a,1,0,0,0
173703,Other,6,0.69444,a,1,0,0,0
173703,Other,6,0.71249,a,1,0,0,0
173386,Other,6,0.74016,b,0,1,0,0
172799,Other,6,0.61938,a,1,0,0,0
173465,Other,6,0.72942,b,0,1,0,0
173465,Other,6,0.73187,b,0,1,0,0
173028,Other,6,0.6995600000000001,a,1,0,0,0
173735,Other,6,0.68412,a,1,0,0,0
173034,Other,6,0.72595,b,0,1,0,0
173740,Other,6,0.64389,a,1,0,0,0
172799,Other,6,0.67106,a,1,0,0,0
173740,Other,6,0.64813,a,1,0,0,0
173740,Other,6,0.65714,a,1,0,0,0
172033,Other,6,0.74149,b,0,1,0,0
173726,Other,6,0.5,a,1,0,0,0
173767,Other,6,0.5211399999999999,a,1,0,0,0
172512,Other,6,0.717,a,1,0,0,0
173767,Other,6,0.65253,a,1,0,0,0
173740,Other,6,0.7456,b,0,1,0,0
173028,Other,6,0.71249,a,1,0,0,0
173573,Other,6,0.68902,a,1,0,0,0
172040,Other,6,0.7659699999999999,b,0,1,0,0
173824,Other,6,0.71249,a,1,0,0,0
173833,Other,6,0.65253,a,1,0,0,0
171988,Other,6,0.74356,b,0,1,0,0
173833,Other,6,0.66217,a,1,0,0,0
173366,Other,6,0.70541,a,1,0,0,0
173858,Other,6,0.6987399999999999,a,1,0,0,0
173833,Other,6,0.7135600000000001,a,1,0,0,0
172139,Other,6,0.71833,a,1,0,0,0
172139,Other,6,0.71945,a,1,0,0,0
173883,Other,6,0.6987399999999999,a,1,0,0,0
173890,Other,6,0.62278,a,1,0,0,0
173034,Other,6,0.73218,b,0,1,0,0
172139,Other,6,0.72141,a,1,0,0,0
173567,Other,6,0.6896100000000001,a,1,0,0,0
173890,Other,6,0.6343,a,1,0,0,0
172989,Other,6,0.6804399999999999,a,1,0,0,0
173890,Other,6,0.66172,a,1,0,0,0
173890,Other,6,0.66977,a,1,0,0,0
177129,Other,7,0.76285,b,0,1,0,0
173890,Other,7,0.67023,a,1,0,0,0
172747,Other,7,0.75345,b,0,1,0,0
173438,Other,7,0.74788,b,0,1,0,0
173198,Other,7,0.7834,b,0,1,0,0
172989,Other,7,0.6825600000000001,a,1,0,0,0
172084,Other,7,0.61726,a,1,0,0,0
173198,Other,7,0.78565,b,0,1,0,0
177736,Other,7,0.71249,a,1,0,0,0
173540,Other,7,0.671,a,1,0,0,0
173934,Other,7,0.5,a,1,0,0,0
173028,Other,7,0.74406,b,0,1,0,0
173198,Other,7,0.79419,c,0,0,1,0
173438,Other,7,0.7489100000000001,b,0,1,0,0
173028,Other,7,0.74454,b,0,1,0,0
173058,Other,7,0.70657,a,1,0,0,0
172059,Other,7,0.7315699999999999,b,0,1,0,0
177129,Other,7,0.76747,b,0,1,0,0
173058,Other,7,0.70925,a,1,0,0,0
172088,Other,7,0.74825,b,0,1,0,0
172088,Other,7,0.75005,b,0,1,0,0
173957,Other,7,0.5,a,1,0,0,0
173957,Other,7,0.52381,a,1,0,0,0
173981,Other,7,0.5,a,1,0,0,0
173995,Other,7,0.5,a,1,0,0,0
172273,Other,7,0.74728,b,0,1,0,0
172273,Other,7,0.75084,b,0,1,0,0
173205,Other,7,0.73492,b,0,1,0,0
173205,Other,7,0.74031,b,0,1,0,0
174030,Other,7,0.5,a,1,0,0,0
172273,Other,7,0.75144,b,0,1,0,0
173205,Other,7,0.74759,b,0,1,0,0
174041,Other,7,0.6987399999999999,a,1,0,0,0
173525,Other,7,0.72078,a,1,0,0,0
173586,Other,7,0.6792,a,1,0,0,0
173586,Other,7,0.68739,a,1,0,0,0
172779,Other,7,0.65128,a,1,0,0,0
172371,Other,7,0.71377,a,1,0,0,0
174099,Other,7,0.63257,a,1,0,0,0
174101,Other,7,0.71249,a,1,0,0,0
174091,Other,7,0.6708,a,1,0,0,0
172779,Other,7,0.7125100000000001,a,1,0,0,0
173386,Other,7,0.74722,b,0,1,0,0
174137,Other,7,0.67571,a,1,0,0,0
173386,Other,7,0.7482800000000001,b,0,1,0,0
174137,Other,7,0.7098800000000001,a,1,0,0,0
174137,Other,7,0.71226,a,1,0,0,0
174153,Other,7,0.6987399999999999,a,1,0,0,0
174157,Other,7,0.71249,a,1,0,0,0
173205,Other,7,0.7599600000000001,b,0,1,0,0
174185,Other,7,0.71314,a,1,0,0,0
173272,Middle,7,0.6532,a,1,0,0,0
173703,Other,7,0.71302,a,1,0,0,0
174210,Other,7,0.67097,a,1,0,0,0
173272,Middle,7,0.65749,a,1,0,0,0
174254,Other,7,0.65253,a,1,0,0,0
173525,Other,7,0.7219399999999999,a,1,0,0,0
174091,Other,7,0.67394,a,1,0,0,0
174267,Other,7,0.6987399999999999,a,1,0,0,0
174254,Other,7,0.6614300000000001,a,1,0,0,0
187262,High,7,0.75102,b,0,1,0,0
187262,High,7,0.75153,b,0,1,0,0
174210,Other,7,0.68184,a,1,0,0,0
174327,Other,7,0.65031,a,1,0,0,0
174327,Other,7,0.6854100000000001,a,1,0,0,0
172887,Other,7,0.71013,a,1,0,0,0
174347,Other,7,0.50126,a,1,0,0,0
172887,Other,7,0.72135,a,1,0,0,0
172887,Other,7,0.72165,a,1,0,0,0
173272,Middle,7,0.6577,a,1,0,0,0
172989,Other,7,0.71249,a,1,0,0,0
174394,Other,7,0.73164,b,0,1,0,0
180484,Other,7,0.71173,a,1,0,0,0
180484,Other,7,0.71253,a,1,0,0,0
180484,Other,7,0.71297,a,1,0,0,0
180484,Other,7,0.7135100000000001,a,1,0,0,0
180484,Other,7,0.71383,a,1,0,0,0
173883,Other,8,0.71768,a,1,0,0,0
173028,Other,8,0.7467,b,0,1,0,0
173883,Other,8,0.72709,b,0,1,0,0
173465,Other,8,0.73701,b,0,1,0,0
171953,Other,8,0.7101,a,1,0,0,0
172747,Other,8,0.7652100000000001,b,0,1,0,0
172747,Other,8,0.76947,b,0,1,0,0
174465,Other,8,0.5703,a,1,0,0,0
171953,Other,8,0.73325,b,0,1,0,0
173028,Other,8,0.78342,b,0,1,0,0
173386,Other,8,0.74864,b,0,1,0,0
173178,Other,8,0.70678,a,1,0,0,0
172088,Other,8,0.7508199999999999,b,0,1,0,0
174465,Other,8,0.73185,b,0,1,0,0
172040,Other,8,0.76965,b,0,1,0,0
174530,Other,8,0.68258,a,1,0,0,0
173525,Other,8,0.7236199999999999,a,1,0,0,0
174540,Other,8,0.5051399999999999,a,1,0,0,0
173386,Other,8,0.75044,b,0,1,0,0
174531,Other,8,0.54001,a,1,0,0,0
174540,Other,8,0.6987399999999999,a,1,0,0,0
174540,Other,8,0.7051,a,1,0,0,0
174531,Other,8,0.6167600000000001,a,1,0,0,0
174347,Other,8,0.51107,a,1,0,0,0
174615,Other,8,0.65253,a,1,0,0,0
173586,Other,8,0.6902,a,1,0,0,0
173586,Other,8,0.69363,a,1,0,0,0
174531,Other,8,0.72877,b,0,1,0,0
174347,Other,8,0.6275,a,1,0,0,0
174651,Other,8,0.51417,a,1,0,0,0
172088,Other,8,0.75415,b,0,1,0,0
173034,Other,8,0.7604,b,0,1,0,0
174697,Other,8,0.69504,a,1,0,0,0
172512,Other,8,0.74608,b,0,1,0,0
173034,Other,8,0.77265,b,0,1,0,0
174697,Other,8,0.69577,a,1,0,0,0
174711,Other,8,0.49925,a,1,0,0,0
174711,Other,8,0.60119,a,1,0,0,0
174711,Other,8,0.6359100000000001,a,1,0,0,0
172887,Other,8,0.72772,b,0,1,0,0
172887,Other,8,0.74149,b,0,1,0,0
172172,Other,8,0.77491,b,0,1,0,0
187262,High,8,0.7519100000000001,b,0,1,0,0
174753,Other,8,0.6865600000000001,a,1,0,0,0
174769,Other,8,0.5988100000000001,a,1,0,0,0
174753,Other,8,0.71249,a,1,0,0,0
173703,Other,8,0.7814,b,0,1,0,0
174807,Other,8,0.5,a,1,0,0,0
174254,Other,8,0.68724,a,1,0,0,0
174254,Other,8,0.72407,b,0,1,0,0
172865,Other,8,0.63069,a,1,0,0,0
174826,Other,8,0.68733,a,1,0,0,0
172865,Other,8,0.65273,a,1,0,0,0
172865,Other,8,0.68321,a,1,0,0,0
174651,Other,8,0.69153,a,1,0,0,0
174651,Other,8,0.69184,a,1,0,0,0
174826,Other,8,0.69782,a,1,0,0,0
173272,Middle,8,0.6923,a,1,0,0,0
174895,Other,8,0.5,a,1,0,0,0
174894,Other,8,0.5595899999999999,a,1,0,0,0
174380,Other,8,0.71577,a,1,0,0,0
174380,Other,8,0.74997,b,0,1,0,0
174937,Other,8,0.6268600000000001,a,1,0,0,0
174937,Other,8,0.68934,a,1,0,0,0
174964,Other,8,0.69823,a,1,0,0,0
174964,Other,8,0.7162,a,1,0,0,0
174964,Other,8,0.736,b,0,1,0,0
174972,Other,8,0.5,a,1,0,0,0
174974,Other,8,0.63126,a,1,0,0,0
173479,Other,8,0.7236100000000001,a,1,0,0,0
173479,Other,8,0.72467,b,0,1,0,0
173058,Other,9,0.73829,b,0,1,0,0
174986,Other,9,0.67213,a,1,0,0,0
174974,Other,9,0.661,a,1,0,0,0
174986,Other,9,0.67423,a,1,0,0,0
173438,Other,9,0.75241,b,0,1,0,0
174997,Other,9,0.65253,a,1,0,0,0
